title,director,cast,genres,revenue,vote_average,popularity
Terminator Genisys (2015),Alan Taylor,Arnold Schwarzenegger / Jason Clarke / Emilia Clarke,Science Fiction / Action / Thriller / Adventure,440603537,5.8,202.042635
Terminator 3: Rise of the Machines (2003),Jonathan Mostow,Arnold Schwarzenegger / Nick Stahl / Claire Danes,Action / Thriller / Science Fiction,435000000,5.9,69.405188
Warcraft (2016),Duncan Jones,Paula Patton / Travis Fimmel / Ben Foster,Action / Adventure / Fantasy,433677183,6.3,63.148529
The Mummy Returns (2001),Stephen Sommers,Brendan Fraser / Rachel Weisz / John Hannah,Adventure / Action / Fantasy,433013274,6.0,41.862983
Die Another Day (2002),Lee Tamahori,Pierce Brosnan / Halle Berry / Rosamund Pike,Adventure / Action / Thriller,431971116,5.8,54.159392
Cast Away (2000),Robert Zemeckis,Tom Hanks / Helen Hunt / Chris Noth,Adventure / Drama,429632142,7.5,57.739713
Django Unchained (2012),Quentin Tarantino,Jamie Foxx / Christoph Waltz / Leonardo DiCaprio,Drama / Western,425368238,7.8,82.121691
The Matrix Revolutions (2003),Lilly Wachowski,Keanu Reeves / Laurence Fishburne / Carrie-Anne Moss,Adventure / Action / Thriller / Science Fiction,424988211,6.4,73.313918
Dances with Wolves (1990),Kevin Costner,Kevin Costner / Mary McDonnell / Graham Greene,Adventure / Drama / Western,424208848,7.6,45.707835
300 (2006),Zack Snyder,Gerard Butler / Lena Headey / Dominic West,Action / Adventure / War,422610419,7.0,65.197968
The Chronicles of Narnia: Prince Caspian (2008),Andrew Adamson,Ben Barnes / William Moseley / Anna Popplewell,Adventure / Family / Fantasy,419651413,6.3,53.978602
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),Michael Apted,Skandar Keynes / Georgie Henley / Simon Pegg,Adventure / Family / Fantasy,415686217,6.2,49.661984
Jason Bourne (2016),Paul Greengrass,Matt Damon / Alicia Vikander / Tommy Lee Jones,Action / Thriller,415484914,5.9,62.641286
The Wolverine (2013),James Mangold,Hugh Jackman / Hiroyuki Sanada / Famke Janssen,Action / Science Fiction / Adventure / Fantasy,415440673,6.3,15.953444
The King's Speech (2010),Tom Hooper,Colin Firth / Geoffrey Rush / Helena Bonham Carter,Drama / History,414211549,7.6,54.053576
Night at the Museum: Battle of the Smithsonian (2009),Shawn Levy,Ben Stiller / Amy Adams / Owen Wilson,Adventure / Fantasy / Action / Comedy / Family,413106170,5.9,81.781591
Rain Man (1988),Barry Levinson,Dustin Hoffman / Tom Cruise / Valeria Golino,Drama,412800000,7.6,49.510658
Batman (1989),Tim Burton,Jack Nicholson / Michael Keaton / Kim Basinger,Fantasy / Action,411348924,7.0,44.104469
The Bodyguard (1992),Mick Jackson,Whitney Houston / Kevin Costner / Michele Lamar Richards,Thriller / Action / Drama / Music / Romance,411006740,6.1,26.576385
Signs (2002),M. Night Shyamalan,Mel Gibson / Joaquin Phoenix / Rory Culkin,Drama / Thriller / Science Fiction / Mystery,408247917,6.4,28.848187
X2 (2003),Bryan Singer,Patrick Stewart / Hugh Jackman / Ian McKellen,Adventure / Action / Science Fiction / Thriller,407711549,6.8,2.871739
Pacific Rim (2013),Guillermo del Toro,Idris Elba / Charlie Hunnam / Charlie Day,Action / Science Fiction / Adventure,407602906,6.7,56.523205
Prometheus (2012),Ridley Scott,Noomi Rapace / Michael Fassbender / Guy Pearce,Science Fiction / Adventure / Mystery,403170142,6.3,68.889395
The Mummy: Tomb of the Dragon Emperor (2008),Rob Cohen,Brendan Fraser / Jet Li / John Hannah,Adventure / Action / Fantasy,401128639,5.2,60.034162
Gone with the Wind (1939),Victor Fleming,Vivien Leigh / Clark Gable / Olivia de Havilland,Drama / Romance / War,400176459,7.7,48.98255
TRON: Legacy (2010),Joseph Kosinski,Garrett Hedlund / Jeff Bridges / Olivia Wilde,Adventure / Action / Science Fiction,400062763,6.3,73.79505
Mission: Impossible III (2006),J.J. Abrams,Tom Cruise / Philip Seymour Hoffman / Ving Rhames,Adventure / Action / Thriller,397850012,6.5,63.079003
Snow White and the Huntsman (2012),Rupert Sanders,Kristen Stewart / Charlize Theron / Chris Hemsworth,Adventure / Fantasy / Drama,396600000,5.8,77.178973
Twilight (2008),Catherine Hardwicke,Kristen Stewart / Robert Pattinson / Billy Burke,Adventure / Fantasy / Drama / Romance,392616625,5.8,127.084938
The Wolf of Wall Street (2013),Martin Scorsese,Leonardo DiCaprio / Jonah Hill / Margot Robbie,Crime / Drama / Comedy,392000694,7.9,95.007934
Superman Returns (2006),Bryan Singer,Brandon Routh / Kevin Spacey / Kate Bosworth,Adventure / Fantasy / Action / Science Fiction,391081192,5.4,57.925623
Robin Hood: Prince of Thieves (1991),Kevin Reynolds,Kevin Costner / Morgan Freeman / Christian Slater,Adventure,390493908,6.6,28.803729
Raiders of the Lost Ark (1981),Steven Spielberg,Harrison Ford / Karen Allen / Paul Freeman,Adventure / Action,389925971,7.7,68.159596
Independence Day: Resurgence (2016),Roland Emmerich,Liam Hemsworth / Jeff Goldblum / Bill Pullman,Action / Adventure / Science Fiction,389681935,4.9,48.775723
Star Trek (2009),J.J. Abrams,Chris Pine / Zachary Quinto / Leonard Nimoy,Science Fiction / Action / Adventure,385680446,7.4,73.616808
Happy Feet (2006),George Miller,Elijah Wood / Robin Williams / Brittany Murphy,Animation / Comedy,384335608,5.9,37.272385
Live Free or Die Hard (2007),Len Wiseman,Bruce Willis / Justin Long / Timothy Olyphant,Action / Thriller,383531464,6.4,48.93337
Ice Age (2002),Chris Wedge,Ray Romano / John Leguizamo / Denis Leary,Animation / Comedy / Family / Adventure,383257136,7.1,99.561972
Monsters vs Aliens (2009),Conrad Vernon,Seth Rogen / Reese Witherspoon / Hugh Laurie,Animation / Family / Adventure / Science Fiction,381509870,6.0,36.167578
Back to the Future (1985),Robert Zemeckis,Michael J. Fox / Christopher Lloyd / Lea Thompson,Adventure / Comedy / Science Fiction / Family,381109762,8.0,76.603233
True Lies (1994),James Cameron,Arnold Schwarzenegger / Jamie Lee Curtis / Tom Arnold,Action / Thriller,378882411,6.8,38.729418
Mad Max: Fury Road (2015),George Miller,Tom Hardy / Charlize Theron / Nicholas Hoult,Action / Adventure / Science Fiction / Thriller,378858340,7.2,434.278564
Slumdog Millionaire (2008),Danny Boyle,Dev Patel / Freida Pinto / Anil Kapoor,Drama / Romance,377910544,7.6,59.258969
Taken 2 (2012),Olivier Megaton,Liam Neeson / Maggie Grace / Famke Janssen,Action / Crime / Thriller,376141306,6.1,49.353524
Batman Begins (2005),Christopher Nolan,Christian Bale / Michael Caine / Liam Neeson,Action / Crime / Drama,374218673,7.5,115.040024
What Women Want (2000),Nancy Meyers,Helen Hunt / Mel Gibson / Marisa Tomei,Comedy / Romance,374111707,6.1,31.39165
Toy Story (1995),John Lasseter,Tom Hanks / Tim Allen / Don Rickles,Animation / Comedy / Family,373554033,7.7,73.640445
Penguins of Madagascar (2014),Eric Darnell,Tom McGrath / Chris Miller / Christopher Knights,Family / Animation / Adventure / Comedy,373552094,6.5,84.366984
X-Men Origins: Wolverine (2009),Gavin Hood,Hugh Jackman / Liev Schreiber / Danny Huston,Adventure / Action / Thriller / Science Fiction,373062864,6.2,5.954334
The Golden Compass (2007),Chris Weitz,Dakota Blue Richards / Nicole Kidman / Daniel Craig,Adventure / Fantasy,372234864,5.8,42.990906
The Adventures of Tintin (2011),Steven Spielberg,Jamie Bell / Andy Serkis / Daniel Craig,Adventure / Animation / Mystery,371940071,6.7,89.938296
G.I. Joe: Retaliation (2013),Jon M. Chu,Dwayne Johnson / D.J. Cotrona / Adrianne Palicki,Adventure / Action / Science Fiction / Thriller,371876278,5.4,59.325589
Terminator Salvation (2009),McG,Christian Bale / Sam Worthington / Anton Yelchin,Action / Science Fiction / Thriller,371353001,5.9,71.862892
Captain America: The First Avenger (2011),Joe Johnston,Chris Evans / Hugo Weaving / Tommy Lee Jones,Action / Adventure / Science Fiction,370569774,6.6,74.506246
Edge of Tomorrow (2014),Doug Liman,Tom Cruise / Emily Blunt / Brendan Gleeson,Action / Science Fiction,370541256,7.6,79.456485
There's Something About Mary (1998),Bobby Farrelly,Cameron Diaz / Ben Stiller / Matt Dillon,Romance / Comedy,369884651,6.5,57.110486
Gone Girl (2014),David Fincher,Ben Affleck / Rosamund Pike / Carrie Coon,Mystery / Thriller / Drama,369330363,7.9,143.041543
The Fugitive (1993),Andrew Davis,Harrison Ford / Tommy Lee Jones / Sela Ward,Adventure / Action / Thriller / Crime / Mystery,368875760,7.2,54.884297
Home (2015),Tim Johnson,Jim Parsons / Rihanna / Steve Martin,Fantasy / Comedy / Animation / Science Fiction / Family,368871007,6.8,63.473086
Jurassic Park III (2001),Joe Johnston,Sam Neill / William H. Macy / Téa Leoni,Adventure / Action / Thriller / Science Fiction,368780809,5.7,1.859364
My Big Fat Greek Wedding (2002),Joel Zwick,Nia Vardalos / John Corbett / Lainie Kazan,Comedy / Drama / Romance,368744044,6.2,18.115566
Hitch (2005),Andy Tennant,Will Smith / Eva Mendes / Kevin James,Comedy / Drama / Romance,368100420,6.4,34.576913
Shark Tale (2004),Vicky Jenson,Will Smith / Robert De Niro / Renée Zellweger,Animation / Action / Comedy / Family,367275019,5.8,47.094369
Die Hard: With a Vengeance (1995),John McTiernan,Bruce Willis / Jeremy Irons / Samuel L. Jackson,Action / Thriller,366101666,6.9,51.881077
Notting Hill (1999),Roger Michell,Julia Roberts / Hugh Grant / Gina McKee,Romance / Comedy / Drama,363889678,7.0,28.969151
A Bug's Life (1998),Andrew Stanton,Kevin Spacey / Julia Louis-Dreyfus / Hayden Panettiere,Adventure / Animation / Comedy / Family,363258859,6.8,87.350802
Ocean's Twelve (2004),Steven Soderbergh,George Clooney / Brad Pitt / Catherine Zeta-Jones,Thriller / Crime,362744280,6.4,76.840712
Noah (2014),Darren Aronofsky,Russell Crowe / Jennifer Connelly / Emma Watson,Drama / Adventure,362637473,5.6,46.115758
Planet of the Apes (2001),Tim Burton,Mark Wahlberg / Tim Roth / Helena Bonham Carter,Thriller / Science Fiction / Action / Adventure,362211740,5.6,51.188633
The World Is Not Enough (1999),Michael Apted,Pierce Brosnan / Sophie Marceau / Robert Carlyle,Adventure / Action / Thriller,361832400,6.0,39.604363
Alvin and the Chipmunks (2007),Tim Hill,Jason Lee / David Cross / Cameron Richardson,Comedy / Music / Family / Fantasy / Animation,361366633,5.5,47.336034
Home Alone 2: Lost in New York (1992),Chris Columbus,Macaulay Culkin / Joe Pesci / Catherine O'Hara,Comedy / Family / Adventure / Crime,358991681,6.3,81.487685
Hotel Transylvania (2012),Genndy Tartakovsky,Adam Sandler / Steve Buscemi / David Spade,Animation / Comedy / Family / Fantasy,358375603,6.8,56.257411
Minority Report (2002),Steven Spielberg,Tom Cruise / Colin Farrell / Samantha Morton,Action / Thriller / Science Fiction / Mystery,358372926,7.1,65.948959
Top Gun (1986),Tony Scott,Tom Cruise / Kelly McGillis / Val Kilmer,Action / Romance / War,356830601,6.7,58.900647
The Legend of Tarzan (2016),David Yates,Alexander Skarsgård / Margot Robbie / Christoph Waltz,Action / Adventure,356743061,5.5,42.741719
Angels & Demons (2009),Ron Howard,Tom Hanks / Ewan McGregor / Ayelet Zurer,Thriller / Mystery,356613439,6.5,67.447636
American Beauty (1999),Sam Mendes,Kevin Spacey / Annette Bening / Thora Birch,Drama,356296601,7.9,80.878605
Journey 2: The Mysterious Island (2012),Brad Peyton,Dwayne Johnson / Josh Hutcherson / Kristin Davis,Adventure / Action / Science Fiction,355692760,5.8,40.723459
Apollo 13 (1995),Ron Howard,Tom Hanks / Bill Paxton / Kevin Bacon,Drama,355237933,7.3,68.140214
Dinosaur (2000),Ralph Zondag,D. B. Sweeney / Alfre Woodard / Ossie Davis,Animation / Family,354248063,6.2,26.548594
X-Men: First Class (2011),Matthew Vaughn,James McAvoy / Michael Fassbender / Jennifer Lawrence,Action / Science Fiction / Adventure,353624124,7.1,3.195174
GoldenEye (1995),Martin Campbell,Pierce Brosnan / Sean Bean / Izabella Scorupco,Adventure / Action / Thriller,352194034,6.6,59.824565
Catch Me If You Can (2002),Steven Spielberg,Leonardo DiCaprio / Tom Hanks / Christopher Walken,Drama / Crime,352114312,7.7,73.944049
The Mask (1994),Chuck Russell,Jim Carrey / Cameron Diaz / Nancy Fish,Romance / Comedy / Crime / Fantasy,351583407,6.6,85.30318
The Great Gatsby (2013),Baz Luhrmann,Leonardo DiCaprio / Tobey Maguire / Carey Mulligan,Drama / Romance,351040419,7.3,61.196071
Speed (1994),Jan de Bont,Keanu Reeves / Dennis Hopper / Sandra Bullock,Action / Adventure / Crime,350448145,6.8,49.526736
The Angry Birds Movie (2016),Fergal Reilly,Jason Sudeikis / Josh Gad / Danny McBride,Family / Animation,349779543,5.9,45.720894
Night at the Museum: Secret of the Tomb (2014),Shawn Levy,Ben Stiller / Rami Malek / Rebel Wilson,Adventure / Comedy / Fantasy / Family,349424282,6.1,115.597753
The Maze Runner (2014),Wes Ball,Dylan O'Brien / Ki Hong Lee / Kaya Scodelario,Action / Mystery / Science Fiction / Thriller,348319861,7.0,131.815575
National Treasure (2004),Jon Turteltaub,Nicolas Cage / Diane Kruger / Justin Bartha,Adventure / Action / Thriller / Mystery,347451894,6.4,58.849256
The Smurfs 2 (2013),Raja Gosnell,Hank Azaria / Neil Patrick Harris / Brendan Gleeson,Fantasy / Family / Comedy / Animation,347434178,5.5,32.473628
Rush Hour 2 (2001),Brett Ratner,Chris Tucker / Jackie Chan / Zhang Ziyi,Action / Comedy / Crime / Thriller,347325802,6.4,35.814765
"I, Robot (2004)",Alex Proyas,Will Smith / Bridget Moynahan / Alan Tudyk,Action / Science Fiction,347234916,6.7,95.914473
Pocahontas (1995),Mike Gabriel,Irene Bedard / Mel Gibson / David Ogden Stiers,Adventure / Animation / Drama / Family,346079773,6.7,47.845589
How the Grinch Stole Christmas (2000),Ron Howard,Jim Carrey / Taylor Momsen / Jeffrey Tambor,Family / Comedy / Fantasy,345141403,6.2,45.419668
Star Trek Beyond (2016),Justin Lin,Chris Pine / Zachary Quinto / Karl Urban,Action / Adventure / Science Fiction,343471816,6.6,65.352913
Over the Hedge (2006),Karey Kirkpatrick,Bruce Willis / Garry Shandling / Steve Carell,Comedy / Animation / Family,343397247,6.3,36.32705
Alvin and the Chipmunks: Chipwrecked (2011),Mike Mitchell,Jason Lee / David Cross / Jenny Slate,Comedy / Fantasy / Family / Music / Animation,342695435,5.4,23.473004
The Flintstones (1994),Brian Levant,John Goodman / Elizabeth Perkins / Rick Moranis,Fantasy / Comedy / Family,341631208,5.0,28.964162
Enchanted (2007),Kevin Lima,Amy Adams / Patrick Dempsey / James Marsden,Comedy / Family / Fantasy / Romance,340487652,6.6,29.21998
300: Rise of an Empire (2014),Noam Murro,Sullivan Stapleton / Eva Green / Lena Headey,Action / War,337580051,6.1,71.510596
Batman Forever (1995),Joel Schumacher,Val Kilmer / Tommy Lee Jones / Jim Carrey,Action / Crime / Fantasy,336529144,5.2,48.205606
Prince of Persia: The Sands of Time (2010),Mike Newell,Jake Gyllenhaal / Gemma Arterton / Ben Kingsley,Adventure / Fantasy / Action / Romance,335154643,6.2,62.169881
The Rock (1996),Michael Bay,Sean Connery / Nicolas Cage / Ed Harris,Action / Adventure / Thriller,335062621,6.9,51.469576
Now You See Me 2 (2016),Jon M. Chu,Jesse Eisenberg / Woody Harrelson / Mark Ruffalo,Action / Adventure / Comedy / Crime / Mystery / Thriller,334901337,6.7,51.535701
Sherlock Holmes: A Game of Shadows (2011),Guy Ritchie,Robert Downey Jr. / Jude Law / Jared Harris,Adventure / Action / Crime / Mystery,334615000,7.0,81.499621
The Curious Case of Benjamin Button (2008),David Fincher,Cate Blanchett / Brad Pitt / Tilda Swinton,Fantasy / Drama / Thriller / Mystery / Romance,333932083,7.3,60.269279
Tomorrow Never Dies (1997),Roger Spottiswoode,Pierce Brosnan / Jonathan Pryce / Michelle Yeoh,Adventure / Action / Thriller,333011068,6.0,42.887121
Indiana Jones and the Temple of Doom (1984),Steven Spielberg,Harrison Ford / Kate Capshaw / Jonathan Ke Quan,Adventure / Action,333000000,7.1,66.976776
Back to the Future Part II (1989),Robert Zemeckis,Michael J. Fox / Christopher Lloyd / Lea Thompson,Adventure / Comedy / Family / Science Fiction,332000000,7.4,43.345252
The Good Dinosaur (2015),Peter Sohn,Raymond Ochoa / Jack Bright / Jeffrey Wright,Adventure / Animation / Family,331926147,6.6,51.692953
Meet the Parents (2000),Jay Roach,Ben Stiller / Robert De Niro / Teri Polo,Comedy / Romance,330444045,6.6,29.97224
Crocodile Dundee (1986),Peter Faiman,Paul Hogan / Linda Kozlowski / Mark Blum,Adventure / Comedy,328203506,6.3,16.072466
Black Swan (2010),Darren Aronofsky,Natalie Portman / Mila Kunis / Vincent Cassel,Drama / Thriller,327803731,7.3,91.285683
Se7en (1995),David Fincher,Brad Pitt / Morgan Freeman / Gwyneth Paltrow,Crime / Mystery / Thriller,327311859,8.1,79.579532
The Devil Wears Prada (2006),David Frankel,Meryl Streep / Anne Hathaway / Emily Blunt,Comedy / Drama / Romance,326551094,7.0,83.893257
Taken 3 (2014),Olivier Megaton,Liam Neeson / Forest Whitaker / Maggie Grace,Thriller / Action,325771424,6.1,88.844777
The Perfect Storm (2000),Wolfgang Petersen,George Clooney / Mark Wahlberg / Diane Lane,Drama,325756637,6.2,25.752118
A Christmas Carol (2009),Robert Zemeckis,Gary Oldman / Jim Carrey / Steve Valentine,Animation / Drama,325233863,6.6,39.744242
Megamind (2010),Tom McGrath,Will Ferrell / Brad Pitt / Tina Fey,Animation / Action / Comedy / Family / Science Fiction,321887208,6.7,68.757242
Lethal Weapon 3 (1992),Richard Donner,Mel Gibson / Danny Glover / Joe Pesci,Adventure / Action / Comedy / Thriller / Crime,321731527,6.4,36.172182
Schindler's List (1993),Steven Spielberg,Liam Neeson / Ben Kingsley / Ralph Fiennes,Drama / History / War,321365567,8.3,104.469351
The Conjuring 2 (2016),James Wan,Patrick Wilson / Vera Farmiga / Madison Wolfe,Horror,320170008,7.0,68.794673
Fatal Attraction (1987),Adrian Lyne,Michael Douglas / Glenn Close / Anne Archer,Drama / Romance / Thriller,320145693,6.6,16.742972
Inglourious Basterds (2009),Quentin Tarantino,Brad Pitt / Mélanie Laurent / Christoph Waltz,Drama / Action / Thriller / War,319131050,7.9,72.595961
The Last Airbender (2010),M. Night Shyamalan,Noah Ringer / Nicola Peltz / Jackson Rathbone,Action / Adventure / Family / Fantasy,318502923,4.7,33.769336
The Conjuring (2013),James Wan,Patrick Wilson / Vera Farmiga / Lili Taylor,Horror / Thriller,318000141,7.4,49.975409
The Proposal (2009),Anne Fletcher,Sandra Bullock / Ryan Reynolds / Mary Steenburgen,Comedy / Romance / Drama,317375031,6.7,36.238968
Beverly Hills Cop (1984),Martin Brest,Eddie Murphy / Judge Reinhold / John Ashton,Action / Comedy / Crime,316360478,6.8,29.843818
Air Force One (1997),Wolfgang Petersen,Harrison Ford / Gary Oldman / Glenn Close,Action / Thriller,315156409,6.2,36.38795
Chicken Little (2005),Mark Dindal,Zach Braff / Joan Cusack / Dan Molina,Animation / Family / Comedy,314432665,5.6,47.973995
As Good as It Gets (1997),James L. Brooks,Jack Nicholson / Helen Hunt / Greg Kinnear,Comedy / Romance,314178011,7.2,37.885022
